"","x"
"246","CCN(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12"
"247","Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CCCO2)cc1"
"248","O=C1NCc2nc(Sc3ccc(F)cc3F)ccc2N1c1c(Cl)cccc1Cl"
"249","CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4Cl)nc3-c3ccccc3)cc21"
"250","COC(Cn1c(S/C=C\C(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CC2)c1)OC"
"251","CC1(C)OC[C@H](COc2ccc3c(c2)CCc2cc(Nc4ccccc4N)ccc2C3=O)O1"
"252","CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1"
"253","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1ccccc1"
"254","Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12"
"255","O=C1NCc2nc(Sc3cccc(C(F)(F)F)c3)ccc2N1c1c(Cl)cccc1Cl"
"256","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@@H](C)c3ccccc3)c2)n1C"
"257","CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C"
"258","Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NCCS(C)(=O)=O)nc21"
"259","CNC(=O)c1ccc(C)c(-c2nnc3ccc(Sc4ccc(F)cc4F)cn23)c1"
"260","CNC(=O)c1ccc(C)c(Nc2nc(OCCN3CCCC3)nc3c2cnn3-c2ccccc2)c1"
"261","COc1ccccc1N(C(=O)Oc1c(C)cccc1C)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1"
"262","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC(=O)c3ccco3)c2)n1"
"263","Cc1ccc2c(N)noc2c1-c1ccc2c(c1)NC(=O)C21CCC(F)(F)CC1"
"264","Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1"
"265","CCN(C)c1nnc2ccc(-c3ocnc3-c3ccccc3)cn12"
"266","Nc1ccccc1Nc1ccc(C(=O)c2ccccc2-c2ccccc2)cc1"
"267","Cn1c(=O)c(Nc2ccc(F)cn2)cc2cnnc(-c3ccc(F)cc3F)c21"
"268","CCNC(=O)Nc1ccccc1Nc1ccc(C(=O)c2ccccc2C)c(Cl)c1"
"269","COC(=O)c1cc(-c2cccc(C)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2"
"270","Cc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1"
"271","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCC(=O)O"
"272","C#Cc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3cc[nH]c(=O)c3)[nH]2)cc1"
"273","CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)noc2C(C)C)ccn1"
"274","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCI"
"275","CC(C)Oc1ccccc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1"
"276","O=C1NCc2c(-c3ccccc3Cl)nc(N3CCOCC3)nc2N1c1c(Cl)cccc1Cl"
"277","CCOC(=O)/C=C/Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CC1CC1"
"278","CNC(=O)c1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1"
"279","C[C@H](Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2Cc2ccc(C#N)cc2)n1)c1ccccc1"
"280","O=c1[nH]c(-c2ccncc2)c(-c2ccc(F)cc2)[nH]1"
"281","Cc1ccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3cccc(C)n3)[nH]2)cc1"
"282","CCCCNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1"
"283","COc1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2"
"284","Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccc(C(=O)N(C)C)cc2)s1"
"285","Cc1cc(S(C)(=O)=O)ccc1-c1nncc2nc(Oc3ccc(F)cc3F)ccc12"
"286","Cc1cc(CNCCO)ccc1-c1nnc2ccc(Sc3ccc(F)cc3F)cn12"
"287","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)ccn1"
"288","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3cc4ccccc4n3C)c(C)c12"
"289","CC(C)(C)c1cc(NC(=O)Nc2ccc3ccccc3c2)n(CC(=O)N2CCS(=O)(=O)CC2)n1"
"290","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccc(C(C)(C)C)cc3)c2)[nH]1"
"291","COCCNC(=O)c1ccc(C)c(Nc2nc(N[C@H]3CCNC3)nc(N(C)CC(C)(C)C)n2)c1"
"292","CCCOc1ccc(Sc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3C)cc2)cc1"
"293","Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ncnc4ccc(N)cc34)c2)c1"
"294","Cc1ccc(NC(=O)c2cnoc2C)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1"
"295","COc1c(NC(=O)C(=O)c2ccc(Oc3ccnc(N4CCOCC4)n3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O"
"296","Cc1cccc(-c2[nH]c(CNc3ccccc3C(C)C)nc2-c2ccc3ncnn3c2)n1"
"297","C[C@H](Nc1nccc(-c2ncn(Cc3ccc(C(N)=O)cc3)c2-c2ccc(F)cc2)n1)c1ccccc1"
"298","COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC"
"299","Nc1ccccc1Nc1ccc2c(c1)OCc1ccccc1C2=O"
"300","COC(Cn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC"
"301","Cc1cc(F)c(NC(=O)c2ccsc2)cc1Nc1ccc2c(c1)OCc1ccc(OC[C@H](O)CO)cc1C2=O"
"302","CCC(C)Nc1cc(-c2nc3ccccc3nc2-c2ccc(F)cc2)ccn1"
"303","Cn1c(=O)c(Oc2ccc(F)cc2)cc2cnnc(-c3ccc(F)cc3F)c21"
"304","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1"
"305","O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccccc1"
"306","CCC(=O)Nc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1"
"307","Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCCCO)cc3)c2)o1"
"308","Nc1cc(F)ccc1Nc1ccc2c(c1)OCc1cc(OCCN3CCOCC3)ccc1C2=O"
"309","Cc1cc(OCCN2CCOCC2)ccc1-c1c2nccc(-c3ccc(F)cc3F)c2cc[n+]1[O-]"
"310","CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccnc(NC2CCOCC2)c1"
"311","Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(I)cc3)nc21"
"312","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@@H](O)CO)cc21"
"313","Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCS(=O)(=O)CC3)nc21"
"314","CCNc1nnc2ccc(-c3ocnc3-c3ccccc3)cn12"
"315","O=c1ncn2nc(Sc3ccccc3O)ccc2c1-c1c(Cl)cccc1Cl"
"316","CCCc1c(C(=O)Nc2cc(O)ccc2C)cnn1-c1ccccc1"
"317","COc1cc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc(OC)c1OC"
"318","CN1CCN(c2ccc(Nc3ncc(NC(=O)c4c(Cl)cccc4Cl)cn3)cc2)CC1"
"319","C[C@H](Nc1nccc(-c2ncn(Cc3cccc(C#N)c3)c2-c2ccc(F)cc2)n1)c1ccccc1"
"320","CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4ccc(C#N)cc4)ccc3C)c2c1C"
"321","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C1CCOCC1"
"322","O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1cccc(N2CCOCC2)c1"
"323","Cc1ccccc1Nc1ccc2c(c1)OCc1cc(OCCN3CCOCC3)ccc1C2=O"
"324","Cc1ncccc1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12"
"325","Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCOCC2)n1"
"326","Fc1ccc(Nc2nc3cnc(C4CCOCC4)nc3n2C2CCCC2)c(F)c1"
"327","Clc1ccc(-c2ccc(-c3ccncc3)[nH]2)cc1"
"328","O=C(Nc1n[nH]c2nc(Oc3ccc(F)cc3F)ncc12)C1CCCCC1"
"329","Nc1c(C(=O)c2cccc(C#CCO)c2)cnn1-c1ccc(F)cc1"
"330","Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1"
"331","Cc1cccc(-c2sc(NCc3ccccc3F)nc2-c2ccc3ncnn3c2)n1"
"332","CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12"
"333","COc1cccc(OC)c1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-]"
"334","Cc1cccc(-c2nc(NCc3cccc(OC(F)(F)F)c3)sc2-c2ccc3ncnn3c2)n1"
"335","COCC(=O)Nc1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1"
"336","[O-][n+]1ccc2c(-c3ccc(F)cc3F)ccnc2c1-c1c(F)cccc1F"
"337","CC(C)(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3)nc21"
"338","Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCCC1"
"339","CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1"
"340","C[S+]([O-])c1cc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)ccc1O"
"341","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccncc3N)c3ccccc23)cc1"
"342","O[C@H]1CC[C@H](Nc2cc(-c3nc4cc(Cl)c(Cl)cc4nc3-c3ccc(F)cc3)ccn2)CC1"
"343","O=C(NC1CC1)c1ccc(F)c(Nc2nncc3c2cnn3-c2ccc(F)cc2F)c1"
"344","COc1ccccc1-c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12"
"345","COC(Cn1c(SCCC(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC"
"346","Cc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2n1CC(C)C"
"347","COc1cccc(CNc2nc(-c3cccc(C)n3)c(-c3ccc4ncnn4c3)s2)c1OC"
"348","CCc1ccccc1Nc1ccc(=O)n(-c2ccccc2Cl)n1"
"349","O=C1c2cc(OCCO)ccc2COc2cc(Nc3ccc(F)cc3F)ccc21"
"350","O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1)c1ccco1"
"351","CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)n2)CC1"
"352","COc1ccnc2ccc(-c3cn(CCC(=O)Nc4cccc(C#N)c4)nc3-c3cccc(C)n3)cc12"
"353","O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccc(F)cc2)c1"
"354","COc1cc2ncnc(Nc3cccc(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC"
"355","Cc1ccc(C(=O)O)cc1-c1nnc2ccc(Sc3ccc(F)cc3F)cn12"
"356","CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)cc21"
"357","CC(C)c1nnc2ccc(-c3cnoc3-c3cc(F)ccc3F)cn12"
"358","CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4N4CC(C)(C)C4=O)ccc3C)ccc2n1"
"359","Cc1cccc(-c2c(-c3ccc4ncccc4c3)cnn2CC(=O)Nc2ccccc2)n1"
"360","COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(=O)CC(F)(F)F)c1"
"361","CC1(C)CC(Nc2nc(-c3ccccc3Cl)c3c(n2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC(C)(C)N1"
"362","Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(Cc4ccccc4)cc23)cc1"
"363","Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCCCN2CCOCC2)cc1"
"364","COC(=O)c1cc(-c2ccccc2C)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2"
"365","Nc1c(/C(=N/O)c2ccccc2)cnn1-c1ccccc1"
"366","CC(C)C(=O)Nc1n[nH]c2nc(Oc3ccc(F)cc3F)ncc12"
"367","O=C(O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1"
"368","COc1nccc(-c2c(-c3ccc(F)cc3)ncn2Cc2ccc(C#N)cc2)n1"
"369","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2cc(OCCCO)ccc21"
"370","COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN(C)C"
"371","O=c1ccc2c(-c3ccccc3Cl)cccc2n1-c1c(Cl)cccc1Cl"
"372","COc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1"
"373","Cn1c(-c2cn(-c3cccc(C(=O)O)c3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1"
"374","CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(Cl)c(Cl)c2)n1"
"375","Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(-c4ccccc4)cc3)n2)cc1"
"376","Cc1ccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)cc1NC(=O)c1ccccc1"
"377","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)n1C"
"378","Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C)cc1-c1ccc2nc(NCCCN3CCOCC3)ncc2c1"
"379","O=C(Nc1n[nH]c2nc(Oc3ccc(F)cc3F)ncc12)C1CCCC1"
"380","CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)OC)c(C)c23)c1"
"381","COC(=O)c1ccc(C)c(-c2nnc3ccc(Sc4ccc(F)cc4F)cn23)c1"
"382","Cc1nccn1CC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1"
"383","C[C@@H](CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1"
"384","CCCc1c(C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)cnn1-c1cccnc1"
"385","CC(C)Nc1n[nH]c2nc(Oc3ccc(F)cc3F)ncc12"
"386","CC(C)(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12"
"387","CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(CCC#N)n1"
"388","Clc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccncc3)[nH]2)cc1"
"389","[O-][n+]1ccc2c(-c3cccc(C(F)(F)F)c3)ccnc2c1-c1c(Cl)cccc1Cl"
"390","Cc1ccc(C(=O)NC2CC2)cc1Nc1nncc2c1cnn2-c1cccc(F)c1"
"391","Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1"
"392","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCN(C)C"
"393","Cc1cc(F)ccc1Oc1ccc2c(-c3ccccc3C)nncc2n1"
"394","CC[C@@H](C)Nc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1"
"395","CNC(=O)c1ccc(-c2nnc3ccc(Sc4ccc(F)cc4F)cn23)cc1"
"396","Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cncnc1"
"397","Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1"
"398","CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)c(C(=O)N2CCS(=O)(=O)CC2)s1"
"399","COC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl"
"400","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCN1CCOCC1"
"401","Cn1c(C#CCO)nc(-c2ccc(F)cc2)c1-c1ccncc1"
"402","CC(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(F)cccc4F)c3c2)CC1"
"403","COC(=O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1"
"404","Cn1c(-c2cn(CC(=O)N3CCN(CCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1"
"405","Nc1cc(F)ccc1Nc1ccc2c(c1)CCc1ccccc1C2=O"
"406","O=C1NCc2c(-c3ccccc3Cl)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl"
"407","CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](n2cc(-c3nc(-c4ccc(F)cc4)c(-c4ccncc4)n3C)nn2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O"
"408","[O-][n+]1ccc2c(-c3ccccc3Cl)cc(OC3CCNCC3)nc2c1-c1c(Cl)cccc1Cl"
"409","CC(C)(C)c1cc(NC(=O)Nc2ccc3ccccc3c2)n(C(=O)N2CCS(=O)(=O)CC2)n1"
"410","COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCOCC1"
"411","Cn1c(=O)n(C)c2cc(-c3c[nH]nc3-c3ccccc3)ccc21"
"412","CCOc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OCC"
"413","CSc1cccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3cccc(C)n3)[nH]2)c1"
"414","Nc1c(C(=O)c2ccc(F)cc2F)cc[n+]([O-])c1-c1cccc(Cl)c1"
"415","Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1"
"416","CCOC(=O)Cn1cc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)n2C)nn1"
"417","COc1cc(Nc2ncnc(-n3c(Nc4ccccc4)nc4ccccc43)n2)cc(OC)c1OC"
"418","Cc1ccc(C(=O)Nc2nncs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O"
"419","CC(C)c1nnc2ccc(Sc3ccc(Br)cc3C(F)(F)F)cn12"
"420","O=C1NCc2c(-c3ccc(F)cc3Cl)cc(C3CCN(C4CCC4)CC3)cc2N1c1c(Cl)cccc1Cl"
"421","CN1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1"
"422","COc1ccnc2ccc(-c3cnn(CC(=O)Nc4ccccc4)c3-c3cccc(C)n3)cc12"
"423","O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2cc(F)ccc2F)c1"
"424","COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](C(N)=O)CC4)c3n2)cc1"
"425","CC(C)Nc1nc(-c2ccccc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2"
"426","Cc1ccc(NC(=O)c2cccs2)cc1-c1ccc(C(=O)NCC2CC2)cc1"
"427","Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C)cc1-c1ccc2nc(NCCN3CCCCC3)ncc2c1"
"428","Nc1c(C(=O)c2ccc(-c3cccnc3)cc2)cnn1-c1ccc(F)cc1"
"429","Fc1ccc(-c2c(-c3ccncc3)[nH]c3ccncc23)cc1"
"430","COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)c(OC)c3)n2)c(OC)c1"
"431","CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(N)c2)n1"
"432","Nc1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2"
"433","CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Nc3ccccc3)n2)CC1"
"434","COc1ccc(CNc2nccc(-c3ncn(Cc4cccc(C#N)c4)c3-c3ccc(F)cc3)n2)cc1"
"435","CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(Cl)c(Cl)c3)cn12"
"436","[O-][n+]1ccc2c(-c3ccccc3Cl)cc(C3CCNCC3)nc2c1-c1c(F)cccc1F"
"437","Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21"
"438","CCn1c(=O)n(CC)c2cc(-c3[nH]cnc3-c3ccc(F)cc3)ccc21"
"439","Cc1nc(COc2ccc(C(=O)Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)cc2)cs1"
"440","C#CCOCCn1c(SCc2ccc([S+](C)[O-])cc2)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1"
"441","CCn1c(=O)n(CC)c2cc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)ccc21"
"442","CCOC(=O)C(Sc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1)C(=O)OCC"
"443","CC(=O)Nc1cnccc1CCOc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12"
"444","CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(S(C)(=O)=O)cc2)n1"
"445","Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(O[C@H](C)C(F)(F)F)nncc2c1"
"446","COc1ccc(-n2ncc(C(=O)c3ccccc3)c2N)cc1"
"447","Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC(C)(C)CN(C)C)n1"
"448","CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2c1C"
"449","CC(C)c1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)cc1"
"450","Fc1ccc(-c2ncoc2-c2ccc3nnc(N4CCOCC4)n3c2)cc1"
"451","Cc1cccc(-c2[nH]c(CNc3ccccc3NS(C)(=O)=O)nc2-c2ccc3ncnn3c2)n1"
"452","COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(F)cc1"
"453","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)C3CC=CC[C@H]3C(=O)O)c2)n1"
"454","CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(CCN)c2)n1"
"455","CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(O)cc2)n1"
"456","COc1cccc(CNC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)c1"
"457","Cc1cccc(-c2[nH]c(CNc3cccc(Cl)c3Cl)nc2-c2ccc3ncnn3c2)n1"
"458","Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cnn(-c2ccccc2)c1N"
"459","COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC[C@H]2CCCC[C@@H]2O)c1"
"460","Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1"
"461","Cc1n[nH]cc1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12"
"462","COc1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2"
"463","NC(=O)c1ccccc1NC(=O)Nc1ccc(Cl)c(Cl)c1"
"464","Cn1c(=O)n(C)c2cc(-c3[nH]c(-c4cccs4)nc3-c3ccc(Cl)cc3)ccc21"
"465","CCCNC(=O)c1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1"
"466","COc1ccccc1C(=O)Nc1ccc(C)c(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2)c1"
"467","CC(C)(C)CNc1nc(-c2ccccc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2"
"468","O=C([O-])Cn1cc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)o2)nn1"
"469","Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1"
"470","CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCO"
"471","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NC(=O)CN4CCOCC4)c3)c3ccccc23)cc1"
"472","CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SCc3ccc([S+](C)[O-])cc3)n2CCCN2CCOCC2)ccn1"
"473","CCc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12"
"474","O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1)C1CC1c1ccccc1"
"475","COC(=O)c1ccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3cccc(C)n3)[nH]2)cc1"
"476","COCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C"
"477","CONC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1"
"478","CCC(CO)Nc1cc(-c2[nH]c(SC)nc2-c2ccc(F)cc2)ccn1"
"479","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OCCO)cc21"
"480","Cc1ccc(C(N)=O)cc1Nc1nc(NCC(C)C)nc(N[C@H]2CCNC2)n1"
"481","COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC"
"482","COc1cccc(C)c1N1C(=O)NCc2nc(Sc3ccc(F)cc3)ccc21"
"483","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(CO)c(C)c12"
"484","CC(C)CNc1cc(-c2[nH]c(SCC(O)CO)nc2-c2ccc(F)cc2)ccn1"
"485","COC(=O)c1cn2ncnc(Nc3cc(C(N)=O)ccc3C)c2c1C"
